8571297754879358;339;79.0;4;[7, 8, 10, 14]
8571297783617448;321;79.0;4;[4, 8, 9, 11]
8571297800690218;280;78.0;3;[0, 4, 14]
8571297810727968;367;79.0;4;[1, 4, 7, 14]
8571297815342910;372;78.0;3;[5, 6, 13]
8571297827154513;348;77.0;2;[6, 7]
8571297841112940;368;78.0;3;[0, 1, 11]
8571297860643347;347;78.0;3;[1, 5, 6]
8571297923978889;390;79.0;4;[3, 5, 9, 10]
8571297932028606;319;78.0;3;[0, 2, 8]
8571297950495064;335;78.0;3;[6, 9, 11]
8571297954018559;329;79.0;4;[3, 4, 10, 11]
8571297978623781;382;78.0;3;[2, 4, 10]
8571297991166729;387;79.0;4;[1, 9, 12, 14]
8571298002702129;363;77.0;2;[3, 14]
8571298002857700;283;77.0;2;[10, 12]
8571298020502094;336;79.0;4;[1, 3, 4, 14]
8571298024633542;401;79.0;4;[1, 4, 6, 13]
8571298031434020;362;79.0;4;[2, 9, 13, 14]
8571298038070956;295;77.0;2;[4, 12]
8571298038911862;331;78.0;3;[7, 11, 12]
8571298040530333;383;79.0;4;[1, 6, 9, 12]
8571298113309092;334;77.0;2;[2, 13]
8571298153355892;369;78.0;3;[8, 12, 14]
8571298163570803;350;79.0;4;[3, 5, 9, 10]
8571298170408471;397;78.0;3;[1, 8, 11]
8571298173552523;378;79.0;4;[1, 7, 13, 14]
8571298182208433;416;77.0;2;[2, 5]
8571298206905066;344;77.0;2;[4, 12]
8571298209358663;402;79.0;4;[4, 5, 8, 11]
8571298223051429;351;78.0;3;[6, 8, 14]
8571298236099310;377;78.0;3;[2, 4, 11]
8571298237405369;398;77.0;2;[11, 14]
8571298255826748;310;77.0;2;[0, 5]
8571298272026561;431;78.0;3;[2, 6, 9]
8571298294599149;346;77.0;2;[7, 14]
8571298300932333;420;79.0;4;[1, 4, 5, 10]
8571298309704434;349;78.0;3;[3, 8, 13]
8571298320931123;384;79.0;4;[7, 9, 11, 12]
8571298351458936;393;78.0;3;[1, 6, 14]
8571298359091589;412;79.0;4;[4, 9, 11, 13]
8571298376676582;365;78.0;3;[0, 10, 11]
8571298386083808;325;78.0;3;[6, 7, 8]
8571298397299946;366;77.0;2;[11, 13]
8571298398242623;359;79.0;4;[1, 2, 3, 7]
8571298414187444;413;79.0;4;[2, 6, 11, 12]
8571298422951265;417;78.0;3;[4, 5, 14]
8571298433166857;392;79.0;4;[0, 5, 7, 10]
8571298476752281;313;78.0;3;[2, 6, 12]
8571298485427132;446;77.0;2;[8, 13]
8571298493884991;435;78.0;3;[6, 10, 14]
8571298519105477;361;79.0;4;[4, 6, 8, 11]
8571298526967892;399;78.0;3;[4, 10, 11]
8571298532083158;408;78.0;3;[2, 7, 11]
8571298549926682;427;78.0;3;[0, 5, 7]
8571298579298557;380;78.0;3;[1, 7, 12]
8571298594550294;381;79.0;4;[0, 4, 10, 11]
8571298605047288;432;77.0;2;[7, 14]
8571298605552361;428;77.0;2;[10, 13]
8571298608859174;374;77.0;2;[2, 5]
8571298614407453;340;79.0;4;[1, 2, 7, 8]
8571298625075977;407;79.0;4;[0, 1, 3, 14]
8571298657772676;461;77.0;2;[0, 12]
8571298679960771;450;78.0;3;[4, 6, 7]
8571298693799457;389;79.0;4;[1, 9, 10, 14]
8571298697116501;328;78.0;3;[0, 1, 6]
8571298705566010;442;77.0;2;[2, 7]
8571298715248967;414;78.0;3;[1, 8, 11]
8571298761268949;395;78.0;3;[0, 3, 12]
8571298768034346;376;79.0;4;[0, 9, 10, 13]
8571298782464557;422;77.0;2;[5, 14]
8571298788538460;396;78.0;3;[11, 12, 13]
8571298789065343;447;79.0;4;[6, 9, 12, 14]
8571298796163043;443;78.0;3;[3, 12, 13]
8571298817414061;476;79.0;4;[1, 3, 8, 12]
8571298821574890;343;77.0;2;[7, 12]
8571298835000564;465;77.0;2;[4, 14]
8571298842573087;355;79.0;4;[3, 4, 11, 12]
8571298868018625;457;78.0;3;[5, 7, 8]
8571298895667168;429;78.0;3;[0, 8, 13]
8571298908545628;438;78.0;3;[5, 13, 14]
8571298914601910;394;79.0;4;[2, 6, 8, 11]
8571298929404043;410;77.0;2;[2, 6]
8571298955273334;404;78.0;3;[9, 10, 11]
8571298959543924;458;78.0;3;[5, 8, 12]
8571298966627843;491;77.0;2;[5, 6]
8571298991071714;411;79.0;4;[0, 1, 11, 13]
8571298994852201;480;79.0;4;[0, 6, 7, 13]
8571299012410783;462;77.0;2;[2, 9]
8571299015243783;391;77.0;2;[10, 11]
8571299030338749;472;79.0;4;[1, 5, 9, 13]
8571299049277741;358;77.0;2;[7, 11]
8571299069999906;444;79.0;4;[0, 9, 10, 13]
8571299097459728;370;77.0;2;[10, 14]
8571299115531954;425;79.0;4;[5, 8, 11, 12]
8571299120703040;409;78.0;3;[2, 6, 10]
8571299160220986;495;78.0;3;[2, 9, 13]
8571299172247160;452;79.0;4;[10, 11, 12, 13]
8571299193327787;521;79.0;4;[1, 6, 9, 11]
8571299194666647;426;77.0;2;[6, 10]
8571299220695618;419;79.0;4;[3, 6, 7, 9]
8571299233084745;477;79.0;4;[2, 5, 6, 7]
8571299236585770;487;77.0;2;[6, 9]
8571299256280367;406;77.0;2;[2, 6]
8571299259431699;468;78.0;3;[6, 8, 12]
8571299268174910;459;79.0;4;[2, 4, 6, 11]
8571299298014499;488;77.0;2;[2, 9]
8571299309620190;373;79.0;4;[0, 7, 11, 13]
8571299323359386;440;79.0;4;[3, 9, 11, 14]
8571299334379273;424;79.0;4;[0, 5, 11, 12]
8571299355747212;510;78.0;3;[0, 5, 9]
8571299356175325;385;78.0;3;[2, 6, 8]
8571299372959532;421;78.0;3;[3, 5, 14]
8571299386528657;536;78.0;3;[3, 9, 11]
8571299390438804;441;78.0;3;[5, 6, 12]
8571299391125859;492;79.0;4;[2, 5, 12, 13]
8571299436420906;483;78.0;3;[3, 4, 14]
8571299442851940;502;77.0;2;[10, 13]
8571299452081205;474;79.0;4;[0, 8, 10, 11]
8571299473274533;434;78.0;3;[3, 7, 13]
8571299497598243;503;78.0;3;[4, 10, 12]
8571299540508563;455;79.0;4;[0, 4, 8, 11]
8571299542175794;439;78.0;3;[2, 6, 12]
8571299559300294;482;79.0;4;[0, 2, 12, 13]
8571299571873072;507;78.0;3;[4, 7, 12]
8571299584490310;456;79.0;4;[5, 6, 7, 11]
8571299595252685;551;79.0;4;[0, 1, 6, 14]
8571299606525444;436;78.0;3;[2, 9, 11]
8571299612578947;498;79.0;4;[0, 6, 11, 14]
8571299637485920;517;79.0;4;[0, 6, 9, 14]
8571299649131072;489;79.0;4;[5, 8, 10, 12]
8571299692748456;449;77.0;2;[1, 13]
8571299732896977;454;78.0;3;[4, 10, 14]
8571299742225442;540;77.0;2;[4, 12]
8571299743805593;497;79.0;4;[1, 7, 9, 13]
8571299766208000;566;77.0;2;[0, 13]
8571299777662520;471;79.0;4;[5, 7, 9, 10]
8571299798807347;513;79.0;4;[2, 5, 11, 13]
8571299804894800;533;79.0;4;[2, 3, 5, 9]
8571299839459521;504;79.0;4;[1, 2, 10, 13]
8571299873472579;451;79.0;4;[4, 6, 7, 8]
8571299889868554;418;77.0;2;[5, 14]
8571299895423383;555;78.0;3;[0, 6, 13]
8571299908995387;464;79.0;4;[0, 2, 3, 6]
8571299920362637;581;77.0;2;[11, 13]
8571299940434076;469;77.0;2;[1, 5]
8571299944360784;512;79.0;4;[2, 5, 7, 14]
8571299970527967;485;78.0;3;[10, 12, 13]
8571299993187385;548;77.0;2;[1, 13]
8571299996029505;528;77.0;2;[1, 5]
