Prot 15 27.57 548.18
Origin 15 36.22 416.81
Prot 30 57.70 524.79
Origin 30 64.82 465.73
Prot 75 95.95 795.39
Origin 75 80.62 949.70
Prot 150 99.00 1558.79
Origin 150 81.98 1914.33
Prot 300 102.68 3081.49
Origin 300 88.15 3725.38
