Prot 15 46.37 326.11
Origin 15 49.00 307.95
Prot 30 98.87 305.20
Origin 30 99.92 302.27
Prot 75 253.80 297.20
Origin 75 249.18 302.92
Prot 150 470.53 320.81
Origin 150 463.85 325.65
Prot 300 900.85 335.22
Origin 300 699.30 433.40
