Prot 15 41.83 361.36
Origin 15 48.52 311.43
Prot 30 93.60 322.98
Origin 30 93.10 324.63
Prot 75 239.37 315.47
Origin 75 234.45 322.08
Prot 150 475.12 317.83
Origin 150 469.92 321.36
Prot 300 903.83 334.27
Origin 300 881.03 342.88
