Prot 15 28.87 523.23
Origin 15 37.67 400.65
Prot 30 60.70 498.48
Origin 30 63.53 475.52
Prot 75 96.63 787.74
Origin 75 80.87 946.28
Prot 150 133.77 1149.62
Origin 150 91.90 1702.70
Prot 300 139.63 2238.90
Origin 300 96.53 3377.88
