Prot 15 46.77 323.01
Origin 15 49.53 304.86
Prot 30 98.38 306.65
Origin 30 99.78 302.69
Prot 75 253.43 297.68
Origin 75 248.95 303.19
Prot 150 504.37 299.18
Origin 150 478.03 315.84
Prot 300 744.30 406.27
Origin 300 625.73 484.83
