Prot 15 22.03 689.37
Origin 15 24.67 614.95
Prot 30 37.58 812.35
Origin 30 37.28 819.26
Prot 75 48.33 1602.04
Origin 75 39.77 1976.30
Prot 150 66.55 2363.08
Origin 150 43.52 3722.27
Prot 300 70.78 4591.89
Origin 300 50.08 7048.08
