Prot 15 18.53 822.41
Origin 15 24.02 630.21
Prot 30 40.82 744.28
Origin 30 38.67 791.62
Prot 75 85.50 893.88
Origin 75 50.28 1563.53
Prot 150 102.53 1511.92
Origin 150 51.67 3171.31
Prot 300 107.83 2954.60
Origin 300 58.43 6045.49
