Prot 15 23.10 657.03
Origin 15 37.30 404.36
Prot 30 56.88 532.56
Origin 30 61.50 491.96
Prot 75 140.68 538.18
Origin 75 104.15 731.14
Prot 150 205.60 739.70
Origin 150 107.73 1438.57
Prot 300 213.97 1444.79
Origin 300 120.65 2665.19
